lipid,type,mean1,mean2,logFC,logCPM,LR,PValue,FDR,Z1_sum,Z2_sum,Z3_sum,Z4_sum,Z5_sum,K1_sum,K2_sum,K3_sum
PA(16:0_18:1),PA,11960880,17017300,0.07240241952437335,8.109883831628498,0.022627392414508507,0.880430074292656,0.9957257652147417,11622500,9871000,12956100,13459500,11895300,16582900,16391000,18078000
PA(16:0_20:1),PA,2635980,4617633.333333333,0.34303222322136756,6.065138609978236,0.5148572686817587,0.47304370774522786,0.9957257652147417,3777600,2414500,2550900,1794800,2642100,5294000,4757000,3801900
PA(16:0_20:4),PA,844524,1529820,0.41217863174997593,4.429265073450028,0.7455858782735726,0.38787737652299487,0.9957257652147417,788140,825480,767920,933540,907540,1598760,1644500,1346200
PA(16:0_22:6),PA,162056.54,285728.6666666667,0.3736637590738554,2.033848383896675,0.611732248643994,0.434136332451062,0.9957257652147417,142449,172899,144088.7,187490,163356,250214,282895,324077
PA(16:0_25:6),PA,3019978,3150076.6666666665,-0.36682226864220896,5.953599138126897,0.5650008510739561,0.45225231180974595,0.9957257652147417,2299900,2374090,3185000,3781800,3459100,3751900,3439200,2259130
PA(16:1_18:1),PA,150792,208613.33333333334,0.016995832640232755,1.7803723734500005,0.0012434829931047275,0.9718699834560256,0.9957257652147417,164040,110890,187820,143250,147960,134680,290790,200370
PA(18:0_18:1),PA,16629902,30460280,0.4159028941882206,8.745283307851514,0.7592421607987181,0.3835657905716212,0.9957257652147417,20291800,14876140,17443770,12482900,18054900,32930840,32774500,25675500
PA(18:0_20:1),PA,481378,923203.3333333334,0.49051481101929556,3.655887753921737,1.0592946889974975,0.30337610515282465,0.9957257652147417,560180,410340,413780,451990,570600,984340,1045000,740270
PA(18:0_20:4),PA,4695488,7390366.666666667,0.19987004298101757,6.810041329915336,0.1735984597397291,0.6769333453117611,0.9957257652147417,3995320,3568540,6851450,3144340,5917790,5472200,11782780,4916120
PA(18:0_29:8),PA,306769.4,559376.6666666666,0.4291382425533702,2.990228143783595,0.808773722459615,0.3684830485360987,0.9957257652147417,260973,285460,336250,297425,353739,521150,514640,642340
PA(18:1_18:1),PA,1171040,1097306.6666666667,-0.5256700409333768,4.545081885896231,1.1469488648854447,0.28418877103584467,0.9957257652147417,1031400,819100,1509100,968900,1526700,909420,1156500,1226000
PA(18:1_20:1),PA,368348,668036.6666666666,0.40098423198861044,3.236819552468995,0.7052976388817234,0.4010093157584601,0.9957257652147417,424710,345570,349800,317390,404270,885120,770820,348170
PA(18:1_20:4),PA,41756,48028,-0.2747537334280127,-0.1386429558355226,0.3189580119575979,0.5722345154551466,0.9957257652147417,27011,78272,15520,59156,28821,63572,47268,33244
PA(18:1_25:6),PA,909748,880120,-0.48048313901711703,4.202270983606756,0.9614701030527382,0.326816764122326,0.9957257652147417,1119500,549010,1040600,555730,1283900,842810,702350,1095200
PA(20:2_25:6),PA,22980.21,41138,0.429638350873011,-0.7971368843128434,0.810566276603339,0.3679528838031004,0.9957257652147417,189.05,23320,23161,30301,37930,25333,52134,45947
PA(22:0_18:1),PA,547088.4,1137990,0.5930414735948664,3.9042892953166763,1.5543197791325496,0.21249885581592742,0.9957257652147417,406710,715050,601150,446420,566112,1264250,1228390,921330
PA(23:0_18:1),PA,318090,533593.3333333334,0.29603709481005996,2.9784440160747225,0.38262132494678636,0.5362036756809553,0.9957257652147417,320460,331530,286970,313630,337860,544720,525180,530880
PA(23:1_25:6),PA,129991,268716.6666666667,0.585917899242884,1.824470623443509,1.5167931529358087,0.21810543055949125,0.9957257652147417,108220,176790,81785,153930,129230,266660,310140,229350
PA(24:0_18:1),PA,522604,927753.3333333334,0.3823957992625291,3.731259205712814,0.640910098921863,0.42338142921842625,0.9957257652147417,535140,531480,485740,532540,528120,945580,787440,1050240
PC(12:0_24:7),PC,70675.2,103911.66666666667,0.12294772349684957,0.7193212292233794,0.06542425044173239,0.7981194469323268,0.9957257652147417,58250,57326,79051,70703,88046,115170,108390,88175
PC(14:0_14:0),PC,977653.6,1351214.6666666667,0.031883807462869174,4.478991354896938,0.004378550012045235,0.9472419929870766,0.9957257652147417,847230,910020,922990,1001688,1206340,1637880,1188654,1227110
PC(14:0_16:0),PC,150555413.98,218879539.33333334,0.09443560679391012,11.783875437153743,0.038541073896247946,0.8443606421204335,0.9957257652147417,177743538,127110232,148953042.9,146397262,152572995,157424768,213973900,285239950
PC(14:0_20:4),PC,1560840,3037266.6666666665,0.5846390799299371,5.327748818840824,1.510144585557473,0.21911702522604481,0.9957257652147417,366750,675650,1794300,2545300,2422200,3192100,3011300,2908400
PC(15:0_18:1)+D7:(s),PC,1007449306.4,709835033.3333334,-0.9357536888861357,17.8492879629088,3.5156592554519954,0.06079146684836251,0.9519685021360597,1219373451,786348580,958165245,1190325343,883033913,814413920,415094310,899996870
PC(16:0_16:0),PC,1416203824,1254024816.6666667,-0.5947378122896306,14.757470594458868,1.4604387330962636,0.22686032663466038,0.9957257652147417,649254660,1339879590,1584877660,1759150030,1747857180,1448573030,1097308410,1216193010
PC(16:0_16:1),PC,359898000,428860333.3333333,-0.18288954549508973,12.935231378855345,0.1421957949809256,0.706107779839138,0.9957257652147417,353460000,358040000,299230000,400820000,387940000,506660000,295141000,484780000
PC(16:0_17:0),PC,23630396,37557430,0.26239366964036354,9.133864012325022,0.3001205798941635,0.5838068378896198,0.9957257652147417,13500090,14894670,25896720,31607690,32252810,38988160,38082280,35601850
PC(16:0_17:1),PC,53259480,106144749.66666667,0.5942765139714185,10.452305546710102,1.5608776661836536,0.21153675933343272,0.9957257652147417,7415550,43264320,70740280,64209210,80668040,114728800,95665999,108039450
PC(16:0_18:0),PC,1794529680,2129450433.3333333,-0.1804908384281294,15.228834463028852,0.13851159101807275,0.7097651985320076,0.9957257652147417,1485996200,1359903200,1613587000,2271524000,2241638000,1625080100,2558936200,2204335000
PC(16:0_18:2),PC,421560808,610281633.3333334,0.11255161745169094,13.257187080819342,0.0548000094409693,0.8149119895764112,0.9957257652147417,430614720,269375590,397434820,501440210,508938700,754806300,524081630,551956970
PC(16:0_18:3),PC,2921320,4833900,0.2871542110127209,6.223024779846588,0.35985693331753443,0.5485857018021658,0.9957257652147417,2681400,2900600,2689600,3170000,3165000,6267900,4024800,4209000
PC(16:0_19:0),PC,40367.2,52119.333333333336,-0.05907571006790912,-0.1625153473276782,0.014949670482600319,0.9026861048474162,0.9957257652147417,36180,26889,47520,44490,46757,54183,55560,46615
PC(16:0_20:1),PC,1222102000,1137943333.3333333,-0.5087608046628579,14.568777841491203,1.0757136795829894,0.2996584178898279,0.9957257652147417,682010000,1017000000,1585000000,1759300000,1067200000,1123300000,539930000,1750600000
PC(16:0_20:2),PC,102584200,125983333.33333333,-0.1410093728850704,11.138081537827425,0.08475375048053602,0.77095574027138,0.9957257652147417,99455000,82986000,100110000,115550000,114820000,91920000,143750000,142280000
PC(16:0_20:3),PC,190203200,256465266.66666666,0.007082863292527298,12.06578083335788,2.157487882161746e-4,0.9882807821402063,0.9957257652147417,144087300,140441000,202076200,165860500,298551000,216735000,267943000,284717800
PC(16:0_20:4),PC,1582157424,1937118900,-0.11844438982663162,15.06654978900369,0.05988290310650202,0.8066811126895943,0.9957257652147417,1554949000,1132622400,1061049890,2635922800,1526243030,1481303300,1400433900,2929619500
PC(16:0_20:5),PC,36812600,54754666.666666664,0.12386261764461692,9.762976800102622,0.06640829947999904,0.796639929442202,0.9957257652147417,35492000,35966000,47372000,37610000,27623000,62728000,49102000,52434000
PC(16:0_22:3),PC,23811000,19487000,-0.7168366049791518,8.844049126139506,2.1012712105030134,0.14717673198452227,0.9957257652147417,26469000,15009000,27314000,18611000,31652000,13821000,15902000,28738000
PC(16:0_22:4),PC,62579400,74627666.66666667,-0.17737745095274507,10.40166314146382,0.13380094003345439,0.7145231942083209,0.9957257652147417,55150000,56127000,61244000,69077000,71299000,77240000,61968000,84675000
PC(16:0_22:6),PC,1373136063.8,1509128681.3333333,-0.3201387866549377,14.823166099692358,0.4317412870529378,0.5111357599024353,0.9957257652147417,1536131496,1338055845,1114663860,1276015186,1600813932,1154155638,1885808830,1487421576
PC(16:0_24:0),PC,31796,51385.333333333336,0.24431312692034762,-0.36390459880666026,0.2599286960107503,0.6101691458148557,0.9957257652147417,31850,33095,28337,33260,32438,50272,48883,55001
PC(16:0_24:4),PC,5803394.4,6394330,-0.2937916282777039,6.923877775747603,0.36425704198615083,0.5461514365417384,0.9957257652147417,4536514,5073678,5089640,6362650,7954490,2504630,8016240,8662120
PC(16:1_16:1),PC,3415160,4985100,0.09781232485627607,6.321981816706354,0.04135391266584465,0.838856307853501,0.9957257652147417,3262100,3069100,3901100,3663700,3179800,6439800,5612400,2903100
PC(16:1_18:1),PC,83991200,134203333.33333333,0.21770935202111721,11.017880817831292,0.20615470965302007,0.6497981442494296,0.9957257652147417,56574000,110510000,107210000,67741000,77921000,119870000,121600000,161140000
PC(16:1_22:6),PC,8875860,11357766.666666666,-0.06795113222789405,7.614706302365455,0.019769977138300754,0.8881814049503193,0.9957257652147417,7874300,6517500,9898400,10206000,9883100,12746000,9448300,11879000
PC(17:0_18:0),PC,993878,1152366.6666666667,-0.22235052248734294,4.4122167947147934,0.20963963637777716,0.6470500000038476,0.9957257652147417,1092650,770330,1028590,1168860,908960,1215830,1033750,1207520
PC(17:0_18:1),PC,149168410,177280846.66666666,-0.19190749300369384,11.665804108692244,0.15647355805649843,0.692424199753769,0.9957257652147417,184674320,121495680,156895050,152144430,130632570,166736450,133052000,232054090
PC(17:0_20:4),PC,33814240,31116200,-0.5474709774680434,9.386286363199986,1.2420129497045171,0.2650834617227923,0.9957257652147417,27013200,26782000,37326000,44124000,33826000,27834600,32255000,33259000
PC(17:0_22:6),PC,5821680,5966366.666666667,-0.40212197775567055,6.904304661116107,0.6772790522232217,0.4105252502032219,0.9957257652147417,5788200,4411600,6412500,6951400,5544700,6807000,6567600,4524500
PC(17:1_18:1),PC,17538460,20777666.666666668,-0.21616750465420162,8.658056661758538,0.1982230921407413,0.6561589539037329,0.9957257652147417,19827400,18823500,13977800,18346600,16717000,14146500,25084800,23101700
PC(18:0_18:1),PC,6579776000,6819506666.666667,-0.36720934823817913,17.04740514302122,0.566178786835319,0.45178137276371244,0.9957257652147417,6387180000,4497240000,7144480000,7456800000,7413180000,8382500000,4473950000,7602070000
PC(18:0_18:2),PC,375228400,439285666.6666667,-0.22534155055469626,12.990054046792022,0.215275850459961,0.6426633023730239,0.9957257652147417,397820000,331944000,400440000,462200000,283738000,351184000,575000000,391673000
PC(18:0_18:3),PC,30169400,48980666.666666664,0.2939961880960312,9.508345009945936,0.3773314761640063,0.5390348564990702,0.9957257652147417,29845000,10657000,25889000,40656000,43800000,53606000,54471000,38865000
PC(18:0_20:1),PC,81766200,101107333.33333333,-0.13373409279544016,10.816950180856061,0.0762684704083747,0.782419442658749,0.9957257652147417,79388000,82060000,85570000,66213000,95600000,93702000,67106000,142514000
PC(18:0_20:2),PC,352428,415213.3333333333,-0.2148056944999035,2.9242472214592583,0.19574909955105335,0.6581741538190008,0.9957257652147417,334950,331830,375610,403360,316390,181430,552950,511260
PC(18:0_20:3),PC,133671952,194775415.33333334,0.09845296316368714,11.612553318206672,0.04189908357875627,0.8378122582845271,0.9957257652147417,146430917,113037397,164266500,124577458,120047488,197551857,171243699,215530690
PC(18:0_20:4),PC,581307058,606581212.3333334,-0.36555598922969823,13.562744144815015,0.5611569912171319,0.45379444853147083,0.9957257652147417,503305880,575781110,652445490,705598970,469403840,761481820,243090857,815170960
PC(18:0_22:1),PC,288746,848396.6666666666,1.1704586125834067,3.2034693279044086,6.137632681160268,0.013233436403464862,0.38959236771800554,111140,123050,244480,372460,592600,1130800,975020,439370
PC(18:0_22:4),PC,144161879.6,176643836.66666666,-0.11391378694203222,11.596518821039686,0.05540532753336258,0.8139111978365898,0.9957257652147417,92894940,68281670,223721073,240922745,94988970,195973760,186820610,147137140
PC(18:0_22:5),PC,11434880,12897000,-0.24570299849084187,7.904584063820843,0.25559406321887534,0.6131633806895223,0.9957257652147417,10036400,6138800,13085600,14050600,13863000,10076000,15220000,13395000
PC(18:0_24:6),PC,4541140,5326600,-0.19733208870928826,6.603741500368607,0.16538676887057463,0.6842447055684499,0.9957257652147417,3540400,3778600,5121400,5379700,4885600,6030400,4818400,5131000
PC(18:1_15:0)+D7:(s),PC,123524000,84715333.33333333,-0.9677293634602075,14.991566294292307,3.7495925309897933,0.05282038628758442,0.9026704012683527,123390000,107250000,100870000,171690000,114420000,72474000,54332000,127340000
PC(18:1_17:2),PC,8036760,11080966.666666666,0.024548227743264206,7.515531569024425,0.0025942050880817247,0.9593786387775922,0.9957257652147417,7502800,6645900,8319400,7576300,10139400,12901800,11847600,8493500
PC(18:1_18:0),PC,684029680,758800333.3333334,-0.24133163290154677,13.792762074327355,0.24665154266269784,0.6194427607470202,0.9957257652147417,699812000,214043000,577313500,1145102900,783877000,990109000,552379000,733913000
PC(18:1_18:1),PC,1264881580,1086323926.6666667,-0.6626341101732194,14.605040087256386,1.8033186668500611,0.17931180148466486,0.9957257652147417,1249342300,1243971600,1441877800,1397972000,991244200,1416868400,803045600,1039057780
PC(18:1_19:1),PC,7458560,13456166.666666666,0.4254474536917448,7.603433582922564,0.7948078348052838,0.3726502896304766,0.9957257652147417,6320200,6439700,6928200,9060500,8544200,13109700,11184500,16074300
PC(18:1_20:1),PC,67588600,102351333.33333333,0.12567825345796277,10.670241221478534,0.0683757315968263,0.7937165599218322,0.9957257652147417,89466000,66600000,58977000,68379000,54521000,92608000,147504000,66942000
PC(18:1_20:4),PC,762128900,935848333.3333334,-0.13860304544901472,14.019707024637109,0.08189813763548393,0.7747414048888143,0.9957257652147417,550640000,705383700,872558800,834930900,847131100,833517600,967572300,1006455100
PC(18:1_22:1),PC,10035120,11881566.666666666,-0.22512746528712152,7.751857947641683,0.21487089670694104,0.6429761404707933,0.9957257652147417,11476000,9908000,4833600,12814000,11144000,2319700,23151000,10174000
PC(18:1_23:1),PC,2245382,4506966.666666667,0.5896348564721032,5.919429169581298,1.5363359861076304,0.21516401129462284,0.9957257652147417,1696800,2650200,1555100,4579800,745010,4101000,1142700,8277200
PC(18:1_24:1),PC,20541740,39894666.666666664,0.5129565011563809,9.079854755505034,1.1594574141094245,0.2815780963870763,0.9957257652147417,18734800,20180400,19376400,20097000,24320100,35447000,42237000,42000000
PC(18:1_25:1),PC,2845434,3627810,-0.08812412856270391,5.972083431199898,0.03321069846746527,0.8553959314368746,0.9957257652147417,2464170,2454990,2926410,3248700,3132900,2400780,4335800,4146850
PC(18:1_26:1),PC,2569650,3873900,0.16336679500003864,5.921601043734031,0.11576294433772572,0.7336761441192897,0.9957257652147417,2599170,2075430,2250570,2650280,3272800,3310200,3171200,5140300
PC(18:2_20:4),PC,175361706,70823700,-1.7376487707073789,11.518633749079775,11.231851444238103,8.040539421182029e-4,0.045521823184538256,40497330,252547000,208043600,330956590,44764010,118884500,35477200,58109400
PC(18:2_22:6),PC,13711751.8,18242183.666666668,-0.012440479476371462,8.272193645231837,6.651480459138881e-4,0.979424467751678,0.9957257652147417,9539948,12938613,17202774,11824716,17052708,26752518,8828945,19145088
PC(18:3_18:3),PC,2430500,2952233.3333333335,-0.15083920905896336,5.727267692971239,0.09692197815829062,0.7555551232727971,0.9957257652147417,2079200,2012800,2732000,2763300,2565200,3196000,2743500,2917200
PC(19:0_18:1),PC,6827102,12824860,0.42665391946745573,7.479622071239504,0.7993621177013992,0.37128415428755834,0.9957257652147417,3715550,11585750,5869460,7389400,5575350,18044300,17239460,3190820
PC(19:3_15:0),PC,113906.8,68766.66666666667,-1.172046674199244,1.5482546678578737,5.399837985308524,0.020138620912005897,0.4781298384269787,95844,107940,144140,111430,110180,120650,61905,23745
PC(20:0_18:1),PC,22379622,41578200,0.41921628011314244,9.178957754362216,0.77149551354991,0.37975480051298977,0.9957257652147417,27199500,18135580,34179040,4203550,28180440,29993400,61312900,33428300
PC(20:0_20:4),PC,14323780,15879600,-0.2882252109632675,8.24269297133616,0.3507169139524988,0.5537075827864627,0.9957257652147417,13141200,12851100,16214400,12879800,16532400,14074000,13401000,20163800
PC(20:1_20:4),PC,53307078,91813553.33333333,0.3506386110245305,10.373055319469074,0.5381274147742084,0.46320982420356843,0.9957257652147417,38607010,48896110,56606690,50667100,71758480,73190040,96064360,106186260
PC(20:2_20:4),PC,8880260,7911166.666666667,-0.5966235415785295,7.447211073121983,1.4695002494241445,0.2254245596329375,0.9957257652147417,8084300,6183500,11942000,10501000,7690500,5997800,7919000,9816700
PC(20:2_22:6),PC,10826.88,16950.333333333332,0.24046219404295482,-1.9532547373028974,0.2516967421987095,0.6158828750557805,0.9957257652147417,12121,2951.4,13986,14567,10509,16084,14770,19997
PC(20:3_22:6),PC,8075760,9496733.333333334,-0.19874936489571896,7.43342841594128,0.1677558830885208,0.6821139751039533,0.9957257652147417,6517100,6649400,8668800,9557200,8986300,8202600,10665200,9622400
PC(20:4_20:3),PC,77078400,39139333.333333336,-1.442540058823716,10.41019177343357,7.972888800120163,0.004748310164574821,0.19415312672928156,105970000,94278000,38303000,127540000,19301000,19144000,39222000,59052000
PC(20:4_20:4),PC,19928433,25246058.666666668,-0.056132760255004,8.768595574119486,0.01350106460658207,0.9074987271556073,0.9957257652147417,9442364,12775996,28880964,19247600,29295241,32110943,12806268,30820965
PC(20:4_22:4),PC,3475105.78,5427308.5,0.20417350060942338,6.393459584812522,0.1811937305042699,0.6703493681938819,0.9957257652147417,3349236.9,4010000,1808983,4079580,4127729,4713900,3929767.5,7638258
PC(20:4_22:6),PC,23874750.46,49729386.81333333,0.619568545221556,9.359669600927763,1.6980509140863256,0.19254307241945284,0.9957257652147417,34201768,17443906.3,22895290,25049174.9,19783613.1,61319264.04,29994753.4,57874143
PC(22:0_18:1),PC,496632,813103.3333333334,0.26568177095950823,3.604810001728957,0.3077354724181628,0.5790731257398601,0.9957257652147417,488250,508950,424240,519720,542000,902920,757280,779110
PC(22:1_20:4),PC,4682660,4881700,-0.3759589907848221,6.589945957384296,0.5931157054246845,0.4412168175811561,0.9957257652147417,4025500,3697600,5257600,5449400,4983200,5116300,5729000,3799800
PC(22:4_22:6),PC,8128040,10395400,-0.0710479851272076,7.488115192526427,0.02160954395804643,0.8831305599500832,0.9957257652147417,7051500,6378000,8525100,8923600,9762000,10795500,9053100,11337600
PC(22:6_16:1),PC,3169374.92,3897430.1,-0.13257155132748388,6.098874575040348,0.07495358795870288,0.78425636168509,0.9957257652147417,4427589,268963.2,4635661.4,478151,6036510,5889767,4896087,906436.3
PC(22:6_22:6),PC,1858228.6,2578333.3,0.05576262403412481,5.394139272425189,0.013409835809819692,0.9078103804425052,0.9957257652147417,1372731,1305627,1959801,2437048,2215936,2840274.4,2499031.5,2395694
PC(22:7_18:0),PC,113873600,55082333.333333336,-1.5208726027092072,10.925128048946119,8.794312761012671,0.0030217105273485628,0.14826526320856948,105970000,94278000,118100000,127540000,123480000,19144000,129400000,16703000
PC(23:0_18:1),PC,26662561.4,50728035.333333336,0.4819838992842213,9.441883811386091,1.0224322179068803,0.3119427741721257,0.9957257652147417,21294217,27774138,28760391,31902190,23581871,56675267,54423913,41084926
PC(24:0_18:1),PC,20546460,37259833.333333336,0.404547529397239,9.042341466827825,0.7180034720784135,0.3967995883631276,0.9957257652147417,23796200,19659900,18335600,18084500,22856100,42285200,39002700,30491600
PC(24:0_18:2),PC,88936.6,156026.66666666666,0.38633445552514295,1.1527911182042725,0.6542717624167105,0.4185895406189146,0.9957257652147417,51588,81578,88277,107080,116160,154550,160440,153090
PC(27:5_12:0),PC,376722,418240,-0.28019444957687956,2.9847895848587167,0.33162137988372353,0.5647059169875466,0.9957257652147417,350290,303470,347120,501550,381180,304400,447880,502440
PC(32:0),PC,564992721.6,687710572,-0.15545692154374585,13.585967247112483,0.10291719849080572,0.7483565749085561,0.9957257652147417,694241700,481538720,227676310,764890748,656616130,861708946,722062140,479360630
PC(35:0),PC,5950254,9532950,0.24038282683534795,7.170418507010611,0.2516124485638554,0.6159419844237309,0.9957257652147417,4700520,6084160,5832020,6224580,6909990,8697710,9247120,10654020
PC(36:3),PC,54999840,91881943.33333333,0.30736050351765687,10.39732488028372,0.4126731596543043,0.5206158239714028,0.9957257652147417,25915880,57374800,57736800,66331300,67640420,113549000,103573290,58523540
PC(36:6),PC,3883791.6,5054003.333333333,-0.055345737771207,6.48636720966634,0.01312530055434058,0.908789364837721,0.9957257652147417,4366354,2369027,4038480,5072607,3572490,4130860,6373160,4657990
PC(O-13:1_22:4),PC,26182260,31226333.333333332,-0.16420903937042416,9.124741015786437,0.11476805743465945,0.7347797286809923,0.9957257652147417,8377300,21009000,37557000,36335000,27633000,11411000,40879000,41389000
PC(O-16:0_16:0),PC,97932200,113382000,-0.21870278106287713,11.025130997496925,0.20286642229681007,0.6524170332040533,0.9957257652147417,75875000,87009000,85809000,130560000,110408000,121185000,121508000,97453000
PC(O-16:0_18:1),PC,973880,1493406.6666666667,0.19505213665911045,4.522280849403808,0.1652899467276414,0.6843321626908075,0.9957257652147417,582380,802920,1116700,1024430,1342970,1639840,1442620,1397760
PC(O-16:0_20:4),PC,48628.52,37639.00666666667,-0.7843330539499026,-0.10440680036998695,2.5015347426182473,0.11373541263377822,0.9957257652147417,105080,2387.6,35355,0,100320,75698,201.02,37018
PC(O-16:1_16:0),PC,136060771.8,154375190,-0.23391134786345544,11.48271483640461,0.23183093401669708,0.6301695293878371,0.9957257652147417,100394600,87160040,161885819,166938200,163925200,150746040,154251700,158127830
PC(O-17:1_22:6),PC,3774532,5151620,0.0293651611111324,6.406989133212811,0.0037134107260123894,0.9514087763152766,0.9957257652147417,3456710,2173290,3883270,4072190,5287200,5621800,5350000,4483060
PC(O-18:1_16:0),PC,337574748,416645680,-0.1393256957315251,12.85924573282135,0.08275061925614935,0.7736038931507339,0.9957257652147417,376575000,262836920,471331400,332199960,244930460,372923240,358277400,518736400
PC(O-18:1_20:4),PC,1999780,2544600,-0.07356263485860813,5.495759678857387,0.023162196580049588,0.879036043230436,0.9957257652147417,1824600,1283000,2426300,2424000,2041000,2494900,2250600,2888300
PC(O-18:4_20:2),PC,14902800,15434333.333333334,-0.3921661436760697,8.267402126284132,0.6446151780761548,0.42204449876287686,0.9957257652147417,15056000,13638000,14335000,16146000,15339000,14331000,15418000,16554000
PC(O-21:6_18:0),PC,7641240,11476500,0.15027814093428488,7.489351033681813,0.09789011902870948,0.7543764168918883,0.9957257652147417,6210900,7675500,5809800,9167700,9342300,10425900,11971800,12031800
PC(O-27:7_12:0),PC,88288.2,99913,-0.2812404200616486,0.9084982598345641,0.3340670178581959,0.5632740375186843,0.9957257652147417,102830,78980,83778,124380,51473,83344,146960,69435
PC(O-36:6),PC,105490.4,85940.33333333333,-0.7556154619615328,1.0352011432858443,2.3273178211788927,0.1271207456480673,0.9957257652147417,154740,82858,110900,113630,65324,129460,90065,38296
PC(O-37:7),PC,487478000,377333333.3333333,-0.7970290876779724,13.170868667620727,2.580710523927892,0.10817309609824828,0.9957257652147417,565480000,263620000,537050000,358360000,712880000,394960000,342780000,394260000
PC(O-38:1),PC,1613274,2386010,0.11595060608752483,5.2434663647086115,0.058170583522718644,0.8094111266539156,0.9957257652147417,1898910,1421960,1308420,1316820,2120260,2424300,2505340,2228390
PC(O-38:6),PC,17691182,20426066.666666668,-0.2119710662441187,8.553191828908227,0.19065418479624108,0.6623727020782213,0.9957257652147417,14724400,13620610,14314400,20132500,25664000,27320000,17428200,16530000
PC(O-6:0_15:0),PC,30567.4,61756,0.5687322743092224,-0.12733998136822552,1.4281238691844933,0.23207086818783254,0.9957257652147417,34143,26247,29617,31659,31171,62417,64417,58434
PC(P-15:2_22:6),PC,1323080,1518600,-0.23140241476047,4.81720211162756,0.2269213894027554,0.6338160276687704,0.9957257652147417,1214300,1095300,1383900,1607600,1314300,1736800,1299100,1519900
PC(P-8:0_16:0),PC,27694.22,79953.33333333333,1.141159219486268,-0.19536877566818045,5.831512009880271,0.01574158814533373,0.4291040324061342,27905,2726.1,15782,66786,25272,35248,128220,76392
PE(14:0_22:6),PE,303779.2,339214,-0.28612111531499695,2.682177232928342,0.34565975816173,0.5565803788434839,0.9957257652147417,291240,281460,276716,368160,301320,428540,390520,198582
PE(15:0_18:1)+D7:(s),PE,4894320,4843933.333333333,-0.4615608535714124,10.0124695618968,0.8884709094995697,0.3458920135236153,0.9957257652147417,4818200,4731000,5087600,4600600,5234200,4644800,4716600,5170400
PE(16:0_16:0),PE,38149052,45877990,-0.17955279718667572,9.70199935904553,0.1370838197336232,0.71119747522443,0.9957257652147417,39194840,35383750,41374110,34976530,39816030,46267000,42417350,48949620
PE(16:0_16:1),PE,1350968,1503343.3333333333,-0.28886602710541304,4.833420147108375,0.35226220938690334,0.5528353333103326,0.9957257652147417,1221160,1204960,1504190,1538240,1286290,1408060,1705650,1396320
PE(16:0_18:1),PE,123187820,149327233.33333334,-0.14204310209287718,11.381174563746523,0.08599574279769162,0.769330833631831,0.9957257652147417,93940600,94988500,148537000,148535000,129938000,174889000,112207700,160885000
PE(16:0_18:2),PE,3133797.4,5164457,0.301863561126582,6.278415480085293,0.3979423063483769,0.5281538533472125,0.9957257652147417,1392760,2676095,4480170,3091500,4028462,6054748,4296923,5141700
PE(16:0_20:3),PE,793760,717785.3333333334,-0.5678850654716179,3.9755068645671474,1.3342807923199977,0.2480450858791159,0.9957257652147417,434835,844499,906240,978892,804334,1034038,388879,730439
PE(16:0_20:4),PE,15895284.8,15988463.333333334,-0.45702451696316376,8.388225144906347,0.8713830373606584,0.35057270982303257,0.9957257652147417,19950954,20056070,26275570,11070450,2123380,24222480,1127850,22615060
PE(16:0_20:5),PE,213642,208890,-0.4612597797685229,2.1082801538742526,0.8873150054811241,0.3462059545475338,0.9957257652147417,202070,152000,245530,280460,188150,273040,199570,154060
PE(16:0_22:5),PE,71599.372,1320.7233333333334,-6.246884800100035,0.07536128566054101,88.6455312288657,4.722923659209307e-21,1.738035906589025e-18,106480,93408,51545,105770,793.86,882.47,1580.5,1499.2
PE(16:0_22:7),PE,540952,719666.6666666666,-0.039816042267668675,3.6123121068342097,0.006799399160311692,0.9342821425152686,0.9957257652147417,523700,563850,560130,513860,543220,826860,706150,625990
PE(16:0_24:5),PE,288728.8,396000,0.017453425884340727,2.7139636368086433,0.0013108642368804269,0.9711182141271234,0.9957257652147417,161764,293040,405940,327640,255260,372200,410120,405680
PE(16:1_18:1),PE,559960,585963.3333333334,-0.391568481626608,3.543724286004073,0.6426745205653406,0.4227439707146022,0.9957257652147417,654740,471510,726480,468040,479030,569450,666100,522340
PE(16:1_20:4),PE,2513500,3231933.3333333335,-0.06532063543944877,5.793519076037647,0.018272241479835638,0.8924736272436334,0.9957257652147417,1979500,1838100,3177700,2941400,2630800,2857100,3478800,3359900
PE(16:1_22:6),PE,2520580.9,2542319.3333333335,-0.41588606138182355,5.684126690665125,0.7237233256317139,0.3949253000259602,0.9957257652147417,2462824,1987870,2251837.5,3191270,2709103,2742801,2293247,2590910
PE(17:0_18:1),PE,1855396,2783291,0.13809729625586048,5.560550295401818,0.08261080400679777,0.773790019841996,0.9957257652147417,1887500,1606780,1979080,2150990,1652630,2017780,3382650,2949443
PE(17:0_20:4),PE,758954,690313.3333333334,-0.5679542008603831,3.9122347337618146,1.3345983096798348,0.2479888183009318,0.9957257652147417,792080,549850,916660,901560,634620,789560,564950,716430
PE(17:0_22:6),PE,4443038,5729566.666666667,-0.07283637502340645,6.62559978030511,0.022708386909477962,0.8802178779331278,0.9957257652147417,4924600,3353190,4975700,5313000,3648700,3734100,6095600,7359000
