LipidMolec,LipidMolecGroup,ClassKey,SubClassKey,FAKey,FAGroupKey,CalcMass,BaseRt,MolFormula,MainIon,IonCnt,IsoCnt,PDBCnt,TotalSmpIDRate(%),TotalGrade,Z1_sum,Z2_sum,Z3_sum,Z4_sum,Z5_sum,K1_sum,K2_sum,K3_sum,blank_sum
PC(16:1_22:6),PC(38:7),PC,diacyl,(16:1_22:6),(38:7),803.5465,14.8582,C46 H78 N1 O8 P1,M+H,3,5,11,61.54,A,7874300,6517500,9898400,10206000,9883100,12746000,9448300,11879000,1.1117e-4
PC(17:0_18:0),PC(35:0),PC,diacyl,(17:0_18:0),(35:0),775.6091,24.5948,C43 H86 N1 O8 P1,M+HCOO,1,4,2,46.15,B,1092650,770330,1028590,1168860,908960,1215830,1033750,1207520,0
PC(17:0_18:1),PC(35:1),PC,diacyl,(17:0_18:1),(35:1),773.5935,20.9935,C43 H84 N1 O8 P1,M+H,2,4,16,46.15,A,184674320,121495680,156895050,152144430,130632570,166736450,133052000,232054090,23395.19
PC(17:0_20:4),PC(37:4),PC,diacyl,(17:0_20:4),(37:4),795.5778,18.5878,C45 H82 N1 O8 P1,M+H,2,4,14,30.77,A,27013200,26782000,37326000,44124000,33826000,27834600,32255000,33259000,0
PC(17:0_22:6),PC(39:6),PC,diacyl,(17:0_22:6),(39:6),819.5778,17.9357,C47 H82 N1 O8 P1,M+H,2,3,6,53.85,A,5788200,4411600,6412500,6951400,5544700,6807000,6567600,4524500,1218.5
PC(17:1_16:1),PC(33:2),PC,diacyl,(17:1_16:1),(33:2),743.5465,16.3721,C41 H78 N1 O8 P1,M+H,1,2,12,15.38,C,136810,301330,359080,451630,370940,836310,411140,446910,0
PC(17:1_18:1),PC(35:2),PC,diacyl,(17:1_18:1),(35:2),771.5778,18.6769,C43 H82 N1 O8 P1,M+H,2,6,14,76.92,A,19827400,18823500,13977800,18346600,16717000,14146500,25084800,23101700,66368
PC(17:1_24:1),PC(41:2),PC,diacyl,(17:1_24:1),(41:2),855.6717,30.4446,C49 H94 N1 O8 P1,M+H,1,3,6,7.69,C,3540800,2650200,2058300,2384900,745010,3166100,5649000,4247100,309.38
PC(17:3_18:0),PC(35:3),PC,diacyl,(17:3_18:0),(35:3),769.5622,22.8134,C43 H80 N1 O8 P1,M+H,1,3,12,23.08,C,3239300,3443700,2614600,4478900,4184800,5687000,6727400,6256500,0
PC(18:0),PC(18:0),PC,diacyl,(18:0),(18:0),537.3431,7.1735,C26 H52 N1 O8 P1,M+H,1,1,3,7.69,C,19664,26630,25547,15381,22070,19767,22674,31763,0
PC(18:0_16:0),PC(34:0),PC,diacyl,(18:0_16:0),(34:0),761.5935,22.0233,C42 H84 N1 O8 P1,M+HCOO,1,3,13,23.08,C,1379940,1123310,642780,1200400,904440,1311060,976100,1263080,0
PC(18:0_18:0),PC(36:0),PC,diacyl,(18:0_18:0),(36:0),789.6248,26.1581,C44 H88 N1 O8 P1,M+HCOO,1,3,12,15.38,C,72244750,54253786,87928820,111867810,83686880,104160320,116916438,119646190,1263.48
PC(18:0_18:1),PC(36:1),PC,diacyl,(18:0_18:1),(36:1),787.6091,23.2762,C44 H86 N1 O8 P1,M+H,2,5,26,46.15,A,6387180000,4497240000,7144480000,7456800000,7413180000,8382500000,4473950000,7602070000,191445
PC(18:0_18:2),PC(36:2),PC,diacyl,(18:0_18:2),(36:2),785.5935,20.6341,C44 H84 N1 O8 P1,M+H,2,4,40,23.08,A,397820000,331944000,400440000,462200000,283738000,351184000,575000000,391673000,206002
PC(18:0_18:3),PC(36:3),PC,diacyl,(18:0_18:3),(36:3),783.5778,18.0108,C44 H82 N1 O8 P1,M+H,2,6,20,53.85,A,29845000,10657000,25889000,40656000,43800000,53606000,54471000,38865000,18395
PC(18:0_20:1),PC(38:1),PC,diacyl,(18:0_20:1),(38:1),815.6404,27.7275,C46 H90 N1 O8 P1,M+H,2,5,22,23.08,A,79388000,82060000,85570000,66213000,95600000,93702000,67106000,142514000,661.29
PC(18:0_20:2),PC(38:2),PC,diacyl,(18:0_20:2),(38:2),813.6248,24.3745,C46 H88 N1 O8 P1,M+HCOO,1,4,7,23.08,A,334950,331830,375610,403360,316390,181430,552950,511260,0
PC(18:0_20:3),PC(38:3),PC,diacyl,(18:0_20:3),(38:3),811.6091,21.4119,C46 H86 N1 O8 P1,M+HCOO,1,3,6,7.69,A,146430917,113037397,164266500,124577458,120047488,197551857,171243699,215530690,14640.879762259205
PC(18:0_20:4),PC(38:4),PC,diacyl,(18:0_20:4),(38:4),809.5935,19.9824,C46 H84 N1 O8 P1,M+H,2,5,22,30.77,A,503305880,575781110,652445490,705598970,469403840,761481820,243090857,815170960,15372.56
PC(18:0_22:1),PC(40:1),PC,diacyl,(18:0_22:1),(40:1),843.6717,33.684,C48 H94 N1 O8 P1,M+Na,3,4,20,38.46,A,111140,123050,244480,372460,592600,1130800,975020,439370,0
PC(18:0_22:4),PC(40:4),PC,diacyl,(18:0_22:4),(40:4),837.6248,22.6359,C48 H88 N1 O8 P1,M+H,2,4,24,53.85,A,92894940,68281670,223721073,240922745,94988970,195973760,186820610,147137140,0
PC(18:0_22:5),PC(40:5),PC,diacyl,(18:0_22:5),(40:5),835.6091,21.5866,C48 H86 N1 O8 P1,M+H,2,5,24,23.08,A,10036400,6138800,13085600,14050600,13863000,10076000,15220000,13395000,0
PC(18:0_22:6),PC(40:6),PC,diacyl,(18:0_22:6),(40:6),833.5935,17.3572,C48 H84 N1 O8 P1,M+H,1,5,13,7.69,C,121729296,71180301.5,132971845,127448035,133451953,145276316,143685264,131701871,1978.04050318
PC(18:0_24:6),PC(42:6),PC,diacyl,(18:0_24:6),(42:6),861.6248,21.5383,C50 H88 N1 O8 P1,M+H,2,2,8,69.23,A,3540400,3778600,5121400,5379700,4885600,6030400,4818400,5131000,0
PC(18:1_15:0)+D7:(s),PC(33:1)+D7:(s),PC,Dlabeled FA,(18:1_15:0)+D7:(s),(33:1)+D7:(s),752.6061,18.6627,C41 H73 D7 N1 O8 P1,M+H,2,3,0,15.38,A,123390000,107250000,100870000,171690000,114420000,72474000,54332000,127340000,86571000
PC(18:1_17:2),PC(35:3),PC,diacyl,(18:1_17:2),(35:3),769.5622,21.788,C43 H80 N1 O8 P1,M+H,1,3,2,53.85,B,7502800,6645900,8319400,7576300,10139400,12901800,11847600,8493500,647.16
PC(18:1_18:0),PC(36:1),PC,diacyl,(18:1_18:0),(36:1),787.6091,22.8892,C44 H86 N1 O8 P1,M+Na,1,5,10,30.77,B,699812000,214043000,577313500,1145102900,783877000,990109000,552379000,733913000,30454.17
PC(18:1_18:1),PC(36:2),PC,diacyl,(18:1_18:1),(36:2),785.5935,19.7778,C44 H84 N1 O8 P1,M+H,2,4,40,38.46,A,1249342300,1243971600,1441877800,1397972000,991244200,1416868400,803045600,1039057780,162882
PC(18:1_19:1),PC(37:2),PC,diacyl,(18:1_19:1),(37:2),799.6091,21.675,C45 H86 N1 O8 P1,M+H,2,3,14,53.85,A,6320200,6439700,6928200,9060500,8544200,13109700,11184500,16074300,14169.7
PC(18:1_20:1),PC(38:2),PC,diacyl,(18:1_20:1),(38:2),813.6248,23.3029,C46 H88 N1 O8 P1,M+H,2,4,19,84.62,A,89466000,66600000,58977000,68379000,54521000,92608000,147504000,66942000,67940
PC(18:1_20:4),PC(38:5),PC,diacyl,(18:1_20:4),(38:5),807.5778,17.4119,C46 H82 N1 O8 P1,M+H,3,5,24,76.92,A,550640000,705383700,872558800,834930900,847131100,833517600,967572300,1006455100,8374.39
PC(18:1_22:1),PC(40:2),PC,diacyl,(18:1_22:1),(40:2),841.6561,27.8278,C48 H92 N1 O8 P1,M+H,3,2,18,38.46,A,11476000,9908000,4833600,12814000,11144000,2319700,23151000,10174000,0
PC(18:1_23:1),PC(41:2),PC,diacyl,(18:1_23:1),(41:2),855.6717,30.7891,C49 H94 N1 O8 P1,M+H,2,3,6,15.38,A,1696800,2650200,1555100,4579800,745010,4101000,1142700,8277200,309.38
PC(18:1_24:1),PC(42:2),PC,diacyl,(18:1_24:1),(42:2),869.6874,33.3908,C50 H96 N1 O8 P1,M+H,3,3,16,53.85,A,18734800,20180400,19376400,20097000,24320100,35447000,42237000,42000000,0
PC(18:1_25:1),PC(43:2),PC,diacyl,(18:1_25:1),(43:2),883.703,35.3373,C51 H98 N1 O8 P1,M+H,2,2,2,46.15,A,2464170,2454990,2926410,3248700,3132900,2400780,4335800,4146850,0
PC(18:1_26:1),PC(44:2),PC,diacyl,(18:1_26:1),(44:2),897.7187,36.3229,C52 H100 N1 O8 P1,M+H,2,2,5,38.46,A,2599170,2075430,2250570,2650280,3272800,3310200,3171200,5140300,0
PC(18:2_20:4),PC(38:6),PC,diacyl,(18:2_20:4),(38:6),805.5622,15.6184,C46 H80 N1 O8 P1,M+H,2,8,24,30.77,A,40497330,252547000,208043600,330956590,44764010,118884500,35477200,58109400,2043.3764999999999
PC(18:2_22:6),PC(40:8),PC,diacyl,(18:2_22:6),(40:8),829.5622,15.237,C48 H80 N1 O8 P1,M+H,3,6,8,92.31,A,9539948,12938613,17202774,11824716,17052708,26752518,8828945,19145088,0
PC(18:3_18:3),PC(36:6),PC,diacyl,(18:3_18:3),(36:6),777.5309,14.4555,C44 H76 N1 O8 P1,M+H,2,3,17,69.23,A,2079200,2012800,2732000,2763300,2565200,3196000,2743500,2917200,607.9
PC(19:0_16:0),PC(35:0),PC,diacyl,(19:0_16:0),(35:0),775.6091,25.6598,C43 H86 N1 O8 P1,M+H,2,4,13,46.15,C,7824300,7029400,11692400,12233400,10045900,8856300,11705300,13740500,0
PC(19:0_18:1),PC(37:1),PC,diacyl,(19:0_18:1),(37:1),801.6248,26.3918,C45 H88 N1 O8 P1,M+H,2,6,14,7.69,A,3715550,11585750,5869460,7389400,5575350,18044300,17239460,3190820,168.14
PC(19:1),PC(19:1),PC,diacyl,(19:1),(19:1),549.3431,9.4569,C27 H52 N1 O8 P1,M+H,1,1,1,23.08,C,81806,69492,76514,78286,98344,86702,105500,75302,0
PC(19:1_16:0),PC(35:1),PC,diacyl,(19:1_16:0),(35:1),773.5935,21.155,C43 H84 N1 O8 P1,M+H,1,4,16,15.38,C,3916500,872300,4419100,23664000,19639000,2969600,3300800,577590,3460.4
PC(19:1_18:0),PC(37:1),PC,diacyl,(19:1_18:0),(37:1),801.6248,25.9457,C45 H88 N1 O8 P1,M+H,1,6,14,23.08,C,12353600,10726000,16280700,17237300,5656200,16894000,29531000,2881200,336.27
PC(19:1_20:0),PC(39:1),PC,diacyl,(19:1_20:0),(39:1),829.6561,30.4603,C47 H92 N1 O8 P1,M+H,1,3,10,7.69,C,1429100,507340,1032300,1731200,3525200,5217800,2473800,6157500,0
PC(19:2_24:2),PC(43:4),PC,diacyl,(19:2_24:2),(43:4),879.6717,32.6445,C51 H94 N1 O8 P1,M+H,1,2,2,7.69,C,70815,78597,50413,100050,100650,131700,183320,193650,0
PC(19:3_15:0),PC(34:3),PC,diacyl,(19:3_15:0),(34:3),755.5465,16.4024,C42 H78 N1 O8 P1,M+Na,1,4,0,7.69,B,95844,107940,144140,111430,110180,120650,61905,23745,2512.9
PC(19:4_20:4),PC(39:8),PC,diacyl,(19:4_20:4),(39:8),815.5465,16.9689,C47 H78 N1 O8 P1,M+H,1,2,2,7.69,C,1436000,1548500,2040900,2237900,2085800,2039200,2069800,2227500,0
PC(20:0_18:1),PC(38:1),PC,diacyl,(20:0_18:1),(38:1),815.6404,28.4426,C46 H90 N1 O8 P1,M+HCOO,1,5,6,7.69,A,27199500,18135580,34179040,4203550,28180440,29993400,61312900,33428300,3.7603
PC(20:0_20:4),PC(40:4),PC,diacyl,(20:0_20:4),(40:4),837.6248,24.0195,C48 H88 N1 O8 P1,M+H,2,4,24,23.08,A,13141200,12851100,16214400,12879800,16532400,14074000,13401000,20163800,0
PC(20:1_20:4),PC(40:5),PC,diacyl,(20:1_20:4),(40:5),835.6091,19.9571,C48 H86 N1 O8 P1,M+HCOO,1,5,4,15.38,A,38607010,48896110,56606690,50667100,71758480,73190040,96064360,106186260,663.38
PC(20:2_18:0),PC(38:2),PC,diacyl,(20:2_18:0),(38:2),813.6248,24.0232,C46 H88 N1 O8 P1,M+Na,1,4,19,7.69,C,481760,536560,555390,584250,552770,471560,454220,531080,0
PC(20:2_20:4),PC(40:6),PC,diacyl,(20:2_20:4),(40:6),833.5935,17.9069,C48 H84 N1 O8 P1,M+H,2,5,13,61.54,A,8084300,6183500,11942000,10501000,7690500,5997800,7919000,9816700,0
PC(20:2_22:6),PC(42:8),PC,diacyl,(20:2_22:6),(42:8),857.5935,17.1584,C50 H84 N1 O8 P1,M+HCOO,1,4,2,7.69,B,12121,2951.4,13986,14567,10509,16084,14770,19997,0
PC(20:3_22:6),PC(42:9),PC,diacyl,(20:3_22:6),(42:9),855.5778,15.6365,C50 H82 N1 O8 P1,M+H,2,4,4,23.08,A,6517100,6649400,8668800,9557200,8986300,8202600,10665200,9622400,0
PC(20:4_16:0),PC(36:4),PC,diacyl,(20:4_16:0),(36:4),781.5622,16.8552,C44 H80 N1 O8 P1,M+Na,1,8,26,7.69,C,30930765,196000201.35,386780124.05,120970361.42,410270419.27,732690371.14,293648782,167830188.42,5805.1
PC(20:4_20:3),PC(40:7),PC,diacyl,(20:4_20:3),(40:7),831.5778,16.698,C48 H82 N1 O8 P1,M+H,2,4,12,53.85,A,105970000,94278000,38303000,127540000,19301000,19144000,39222000,59052000,10032
PC(20:4_20:4),PC(40:8),PC,diacyl,(20:4_20:4),(40:8),829.5622,15.1686,C48 H80 N1 O8 P1,M+H,3,6,8,53.85,A,9442364,12775996,28880964,19247600,29295241,32110943,12806268,30820965,0
PC(20:4_22:4),PC(42:8),PC,diacyl,(20:4_22:4),(42:8),857.5935,16.7784,C50 H84 N1 O8 P1,M+H,2,4,4,46.15,A,3349236.9,4010000,1808983,4079580,4127729,4713900,3929767.5,7638258,1153.02
PC(20:4_22:6),PC(42:10),PC,diacyl,(20:4_22:6),(42:10),853.5622,14.6809,C50 H80 N1 O8 P1,M+H,3,3,3,76.92,A,34201768,17443906.3,22895290,25049174.9,19783613.1,61319264.04,29994753.4,57874143,8048.4931
PC(20:4_22:7),PC(42:11),PC,diacyl,(20:4_22:7),(42:11),851.5465,16.2612,C50 H78 N1 O8 P1,M+H,1,2,2,7.69,C,89.365,13.492,4785.8,2850.2,1576.5,78.813,5531.7,6906.9,5.729
PC(20:5_16:0),PC(36:5),PC,diacyl,(20:5_16:0),(36:5),779.5465,15.8957,C44 H78 N1 O8 P1,M+Na,1,5,21,15.38,C,902010,907340,765300,981230,594260,974890,1277710,1100940,0
PC(21:0_18:1),PC(39:1),PC,diacyl,(21:0_18:1),(39:1),829.6561,30.2202,C47 H92 N1 O8 P1,M+H,1,3,10,7.69,C,611090,297750,1032300,1731200,2866600,3350400,2473800,4239800,0
PC(21:1_16:0),PC(37:1),PC,diacyl,(21:1_16:0),(37:1),801.6248,24.5528,C45 H88 N1 O8 P1,M+H,1,6,14,7.69,C,109850,78618,95634,152590,98523,66757,83500,65737,0
PC(21:5_18:0),PC(39:5),PC,diacyl,(21:5_18:0),(39:5),821.5935,23.9494,C47 H84 N1 O8 P1,M+H,1,4,8,15.38,C,439680,575170,640480,501020,492450,938170,789540,616040,0.002572866
PC(21:6_18:0),PC(39:6),PC,diacyl,(21:6_18:0),(39:6),819.5778,21.5917,C47 H82 N1 O8 P1,M+H,1,3,6,46.15,C,778180,763290,846080,943450,903140,690000,1176500,1020600,0
PC(21:6_22:6),PC(43:12),PC,diacyl,(21:6_22:6),(43:12),863.5465,15.6319,C51 H78 N1 O8 P1,M+H,1,1,0,7.69,C,295670,268210,374570,388060,356280,419680,278950,406730,0
PC(22:0_18:1),PC(40:1),PC,diacyl,(22:0_18:1),(40:1),843.6717,35.5031,C48 H94 N1 O8 P1,M+HCOO,1,4,9,7.69,B,488250,508950,424240,519720,542000,902920,757280,779110,0
PC(22:1_20:4),PC(42:5),PC,diacyl,(22:1_20:4),(42:5),863.6404,23.7009,C50 H90 N1 O8 P1,M+H,2,2,9,23.08,A,4025500,3697600,5257600,5449400,4983200,5116300,5729000,3799800,0
PC(22:4_22:6),PC(44:10),PC,diacyl,(22:4_22:6),(44:10),881.5935,16.2413,C52 H84 N1 O8 P1,M+H,2,4,2,69.23,A,7051500,6378000,8525100,8923600,9762000,10795500,9053100,11337600,0
PC(22:5_18:0),PC(40:5),PC,diacyl,(22:5_18:0),(40:5),835.6091,21.2521,C48 H86 N1 O8 P1,M+H,1,5,24,23.08,C,1617760,5195780,6070090,7416460,5536560,6648390,7194280,1939560,0
PC(22:5_20:4),PC(42:9),PC,diacyl,(22:5_20:4),(42:9),855.5778,16.0671,C50 H82 N1 O8 P1,M+HCOO,1,4,4,7.69,C,21226,16232,17778,11390,27884,32295,32836,11723,0
PC(22:6_16:1),PC(38:7),PC,diacyl,(22:6_16:1),(38:7),803.5465,15.0043,C46 H78 N1 O8 P1,M+H,2,5,11,46.15,A,4427589,268963.2,4635661.4,478151,6036510,5889767,4896087,906436.3,1.1117e-4
PC(22:6_22:6),PC(44:12),PC,diacyl,(22:6_22:6),(44:12),877.5622,14.318,C52 H80 N1 O8 P1,M+Na,2,3,1,84.62,A,1372731,1305627,1959801,2437048,2215936,2840274.4,2499031.5,2395694,0
PC(22:7_16:1),PC(38:8),PC,diacyl,(22:7_16:1),(38:8),801.5309,15.235900000000001,C46 H76 N1 O8 P1,M+H,1,2,6,7.69,C,236650,208384,428173,456307,320550,631890,425934,567330,0
PC(22:7_18:0),PC(40:7),PC,diacyl,(22:7_18:0),(40:7),831.5778,16.7641,C48 H82 N1 O8 P1,M+H,2,4,12,53.85,A,105970000,94278000,118100000,127540000,123480000,19144000,129400000,16703000,4929.4
PC(23:0_18:1),PC(41:1),PC,diacyl,(23:0_18:1),(41:1),857.6874,35.622,C49 H96 N1 O8 P1,M+H,2,6,6,61.54,A,21294217,27774138,28760391,31902190,23581871,56675267,54423913,41084926,0
PC(24:0_18:1),PC(42:1),PC,diacyl,(24:0_18:1),(42:1),871.703,36.5996,C50 H98 N1 O8 P1,M+H,2,3,15,15.38,A,23796200,19659900,18335600,18084500,22856100,42285200,39002700,30491600,2363.01
PC(24:0_18:2),PC(42:2),PC,diacyl,(24:0_18:2),(42:2),869.6874,35.189,C50 H96 N1 O8 P1,M+HCOO,1,3,2,7.69,B,51588,81578,88277,107080,116160,154550,160440,153090,0
PC(24:0_20:4),PC(44:4),PC,diacyl,(24:0_20:4),(44:4),893.6874,34.6616,C52 H96 N1 O8 P1,M+HCOO,1,2,3,7.69,C,243911.3,141665,166386.9,265804,342604,356383,426827,603886,0
PC(24:6_20:4),PC(44:10),PC,diacyl,(24:6_20:4),(44:10),881.5935,16.1448,C52 H84 N1 O8 P1,M+HCOO,1,4,2,7.69,C,16344,13883,12580,23787,6297.9,15590,14559,36441,0
PC(27:5_12:0),PC(39:5),PC,diacyl,(27:5_12:0),(39:5),821.5935,24.026,C47 H84 N1 O8 P1,M+H,1,4,0,7.69,B,350290,303470,347120,501550,381180,304400,447880,502440,1.8831e-4
PC(29:0),PC(29:0),PC,diacyl,(29:0),(29:0),691.5152,15.5729,C37 H74 N1 O8 P1,M+H,1,3,11,46.15,C,812900,667710,1013250,1023040,755720,1227590,1104865,1229610,637.9300000000001
PC(30:0),PC(30:0),PC,diacyl,(30:0),(30:0),705.5309,17.4804,C38 H76 N1 O8 P1,M+H,1,2,12,46.15,C,4840800,4833400,4357070,6637000,6203400,7171200,7689000,7239600,926.16165153682
PC(30:1),PC(30:1),PC,diacyl,(30:1),(30:1),703.5152,14.8894,C38 H74 N1 O8 P1,M+H,1,1,10,15.38,C,1320690,1927900,2301200,1598900,1627120,4071200,2004820,2955600,0
PC(30:1_18:1),PC(48:2),PC,diacyl,(30:1_18:1),(48:2),953.7813,36.2432,C56 H108 N1 O8 P1,M-CH3,1,1,1,15.38,C,41294,39242,50259,42968,52660,79061,88431,68755,0
PC(31:0),PC(31:0),PC,diacyl,(31:0),(31:0),719.5465,18.01,C39 H78 N1 O8 P1,M+H,1,4,13,61.54,C,124495300,62737000,53373400,78323300,58194700,87822700,65723200,65409780,2557.229511505
PC(31:1),PC(31:1),PC,diacyl,(31:1),(31:1),717.5309,21.1961,C39 H76 N1 O8 P1,M+H,1,3,13,15.38,C,1953300,3528500,3573800,2848100,3573600,5973000,543690,5242800,0
PC(32:0),PC(32:0),PC,diacyl,(32:0),(32:0),733.5622,19.3713,C40 H80 N1 O8 P1,M+H,1,3,14,15.38,B,694241700,481538720,227676310,764890748,656616130,861708946,722062140,479360630,47889.86241
PC(32:1),PC(32:1),PC,diacyl,(32:1),(32:1),731.5465,18.3607,C40 H78 N1 O8 P1,M+H,1,4,16,15.38,C,12222600,19099790,21176000,21568500,21655300,26467100,25778700,17798900,1541.0000037806
PC(32:2),PC(32:2),PC,diacyl,(32:2),(32:2),729.5309,15.2183,C40 H76 N1 O8 P1,M+H,1,4,13,23.08,C,10027251,11111604.58,14905731,14063956,8713144,25954596,20483901.7016,19277988,4865.97000068727
PC(32:3),PC(32:3),PC,diacyl,(32:3),(32:3),727.5152,14.8437,C40 H74 N1 O8 P1,M+H,1,1,10,7.69,C,471390,363978,484470,426990,795480,605580,598680,857320,0
PC(33:0),PC(33:0),PC,diacyl,(33:0),(33:0),747.5778,20.6438,C41 H82 N1 O8 P1,M+H,1,3,13,15.38,C,5400480,4786308,7614082,7614630,7719507,7903577,9985810,10220030,0
PC(33:1),PC(33:1),PC,diacyl,(33:1),(33:1),745.5622,18.5154,C41 H80 N1 O8 P1,M+H,1,5,15,7.69,C,13874600,14529600,34609000,57396000,52386000,75497000,74670000,52652000,0
PC(33:1)+D7:(s),PC(33:1)+D7:(s),PC,Dlabeled FA,(33:1)+D7:(s),(33:1)+D7:(s),752.6061,18.8683,C41 H73 D7 N1 O8 P1,M+H,1,3,0,15.38,C,36654000,40682000,30281000,12720000,15177000,36847000,43226000,29474000,10328000
PC(33:2),PC(33:2),PC,diacyl,(33:2),(33:2),743.5465,16.4196,C41 H78 N1 O8 P1,M+H,1,2,12,30.77,C,136810,301330,359080,451630,370940,836310,411140,446910,0
PC(33:4),PC(33:4),PC,diacyl,(33:4),(33:4),739.5152,17.3174,C41 H74 N1 O8 P1,M+H,1,3,8,7.69,C,75594000,71596000,69105000,25088000,67974000,75871000,98322000,74353000,0
PC(33:5),PC(33:5),PC,diacyl,(33:5),(33:5),737.4996,15.2874,C41 H72 N1 O8 P1,M+H,1,1,4,15.38,C,2601880,967590,4186700,4048300,3380560,3589220,4311810,4311380,0
PC(34:0),PC(34:0),PC,diacyl,(34:0),(34:0),761.5935,22.0972,C42 H84 N1 O8 P1,M+HCOO,1,3,13,23.08,C,26086570,13489860,20387280,18455497,25332110,34848060,36852310,36671080,9.8014e-4
PC(34:3),PC(34:3),PC,diacyl,(34:3),(34:3),755.5465,19.0846,C42 H78 N1 O8 P1,M+H,1,4,14,7.69,C,269310,653930,57578,971730,1209500,757830,10464000,1192800,4.7465
PC(34:4),PC(34:4),PC,diacyl,(34:4),(34:4),753.5309,14.9222,C42 H76 N1 O8 P1,M+H,1,2,22,53.85,C,7344500,8748090,18312800,11462770,10947428,16178834,15859048,14690750,0
PC(35:0),PC(35:0),PC,diacyl,(35:0),(35:0),775.6091,24.6874,C43 H86 N1 O8 P1,M+HCOO,1,4,13,15.38,B,4700520,6084160,5832020,6224580,6909990,8697710,9247120,10654020,0
PC(35:1),PC(35:1),PC,diacyl,(35:1),(35:1),773.5935,27.5151,C43 H84 N1 O8 P1,M+H,1,4,16,53.85,C,13472900,6893000,12911100,13384300,9437300,10966400,24296000,17900400,0
PC(35:2),PC(35:2),PC,diacyl,(35:2),(35:2),771.5778,23.5406,C43 H82 N1 O8 P1,M+H,1,6,14,7.69,C,11277880,8430090,16800750,17072300,19392300,21901200,29499100,16050740,2.8605970000000003
PC(35:3),PC(35:3),PC,diacyl,(35:3),(35:3),769.5622,21.6513,C43 H80 N1 O8 P1,M+H,1,3,12,30.77,C,18071100,6285000,7429100,9621250,10034380,12265500,10590600,10776700,516.664286
PC(35:4),PC(35:4),PC,diacyl,(35:4),(35:4),767.5465,19.2609,C43 H78 N1 O8 P1,M+H,1,1,15,23.08,C,8455370,8879060,9902900,9008530,10824700,8118600,7846000,10103400,190.7227682
PC(35:5),PC(35:5),PC,diacyl,(35:5),(35:5),765.5309,18.3978,C43 H76 N1 O8 P1,M+H,1,2,10,53.85,C,6230000,5982200,7003600,7547900,4813500,6149400,8413700,4837100,0
PC(35:6),PC(35:6),PC,diacyl,(35:6),(35:6),763.5152,15.7521,C43 H74 N1 O8 P1,M+H,1,1,6,23.08,C,2393900,2322200,2323020,2916890,2468000,4234600,2509090,2805800,0
PC(35:7),PC(35:7),PC,diacyl,(35:7),(35:7),761.4996,14.8744,C43 H72 N1 O8 P1,M+H,1,1,0,15.38,C,1654100,1505400,2009300,1832400,1780300,1826200,2090800,1953900,0
PC(36:0),PC(36:0),PC,diacyl,(36:0),(36:0),789.6248,27.6473,C44 H88 N1 O8 P1,M+H,1,3,12,23.08,C,39098960,35332210,43632200,48925730,50621840,63559600,56430400,59563200,926.366683
PC(36:1),PC(36:1),PC,diacyl,(36:1),(36:1),787.6091,21.9221,C44 H86 N1 O8 P1,M+HCOO,1,5,26,7.69,C,432002380,383440040,466104740,555977580,503613920,519559000,355381400,622899380,15017
PC(36:3),PC(36:3),PC,diacyl,(36:3),(36:3),783.5778,17.2436,C44 H82 N1 O8 P1,M+H,2,6,20,30.77,B,25915880,57374800,57736800,66331300,67640420,113549000,103573290,58523540,7791.80093237
PC(36:5),PC(36:5),PC,diacyl,(36:5),(36:5),779.5465,15.2795,C44 H78 N1 O8 P1,M+H,1,5,21,30.77,C,45387993,44449640,69675480,54842310,54356760,71383270,57538010,64254276,0
PC(36:6),PC(36:6),PC,diacyl,(36:6),(36:6),777.5309,14.6695,C44 H76 N1 O8 P1,M+H,2,3,17,15.38,B,4366354,2369027,4038480,5072607,3572490,4130860,6373160,4657990,10337.982017
PC(37:0),PC(37:0),PC,diacyl,(37:0),(37:0),803.6404,38.0203,C45 H90 N1 O8 P1,M+H,1,1,8,7.69,C,3225450,3217700,2798040,3157900,3808000,4895900,4987300,5665000,0
PC(37:1),PC(37:1),PC,diacyl,(37:1),(37:1),801.6248,25.7827,C45 H88 N1 O8 P1,M+H,1,6,14,7.69,C,26724100,16163060,18509750,16819720,23903070,25009570,48398870,47907960,336.28000674789996
PC(37:2),PC(37:2),PC,diacyl,(37:2),(37:2),799.6091,23.239,C45 H86 N1 O8 P1,M+H,1,3,14,7.69,C,1704350,739000,1267150,594140,1704650,1965410,772240,649780,1175.5
PC(37:3),PC(37:3),PC,diacyl,(37:3),(37:3),797.5935,25.7441,C45 H84 N1 O8 P1,M+H,1,1,14,23.08,C,1538170,2332290,3121880,2162640,3648460,4136800,4143820,3767960,0
PC(37:5),PC(37:5),PC,diacyl,(37:5),(37:5),793.5622,16.2524,C45 H80 N1 O8 P1,M+H,1,3,10,30.77,C,14208900,13900960,17690680,20799320,10241130,26162360,17644780,25786970,6.831532
PC(37:6),PC(37:6),PC,diacyl,(37:6),(37:6),791.5465,15.5184,C45 H78 N1 O8 P1,M+H,2,3,6,76.92,C,1326200,471750,1472600,2234400,1194300,2156500,66235,958820,0
PC(37:7),PC(37:7),PC,diacyl,(37:7),(37:7),789.5309,16.0435,C45 H76 N1 O8 P1,M+H,1,2,4,7.69,C,635567.1,637977,971990,476008.9,1109204,756802,691007.5,910021,0
